address,latitude,longitude
klosterfelder hauptstrasse 24 | 16348 wandlitz,52.79454575,13.480017667035131
am stegskreuz 8 | 65719 hofheim,50.09398385,8.45362132100987
kurfürstendamm 96 | 10709 berlin,52.4987072,13.2987243
prof. gustav moißl-strasse 8 | 2000 stockerau,48.39245515,16.20002265368897
ingolstädter landstrasse 89a | 85748 garching,48.2603108,11.5976472
harschenflether weg 15 | 21682 stade,53.6049799,9.4789506
auf der birke 9 | 56412 heiligenroth,50.454684,7.8562187
am pfarrholz 19 | 95176 konradsreuth,50.2756586,11.851110949999999
tempelhofer weg 12 | 12347 berlin,52.4582281,13.4230619
subbelrather strasse 13 | 50672 köln,50.948066850000004,6.932725906285391
horstweg 24 | 31840 hessisch oldendorf,52.174013599999995,9.257074222968747
diesseits 1 | 4973 st. martin,48.295296199999996,13.437921628940583
marie-curie-strasse 8 | 64823 groß-umstadt,49.8727888,8.916776051737035
ringstr. 1b | 55425 waldalgesheim,49.9510127,7.8406035
junkersring 14 | 76344 eggenstein-leopoldshafen,49.07533465,8.374950851067425
langbaurghstr. 6 | 53842 troisdorf,50.8221035,7.111083908865364
zum tanklager 19 | 18146 rostock,54.1495404,12.139108996497662
taffingsweg 28 | 66740 saarlouis,49.2982771,6.734958147072735
binderweg 18 | 83022 rosenheim,47.857645149999996,12.130217956815748
allendestrasse 68 | 98574 schmalkalden,50.7245541,10.4727792
am amtsgraben 3 | 31867 lauenau,52.2735324,9.3658297
